response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note
Phase 9 Run 2-Run 2-138,Run 2,138,suicidal,normal,"Label: normal
Evidence: [1] says: ""Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pervasive irritability. The depressed mood is accompanied by additional symptoms typically seen in a depressive episode, though these may be milder in form. Examples include: markedly diminished interest or pleasure in activities reduced concentration and attention, or indecisiveness low self-worth, or excessive or inappropriate guilt hopelessness about the future disturbed sleep or increased sleep diminished or increased appetite low energy or fatigue. During the first 2 years of the disorder, there has never been a 2-week period during which the number and duration of symptoms were sufficient to meet the diagnostic requirements for a depressive episode. While brief symptom-free intervals during the period of persistent depressed mood are consistent with the diagnosis, there have never been any prolonged symptom-free periods (e.g. lasting 2 months or more) since the onset of the disorder. There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. The symptoms are not a manifestation""
Justification: The post mentions a feeling of being ""like that sometimes"" but does not indicate persistent depressed mood or any other symptoms consistent with dysthymic disorder, depression, or other mental health conditions. The statement is brief and does not provide enough evidence to meet the diagnostic criteria for any of the listed conditions.","[1] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[2] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[4] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[5] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently",,,,
Phase 9 Run 2-Run 2-139,Run 2,139,suicidal,suicidal,"Label: suicidal
Evidence: [3] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster""
Justification: The post mentions ""my sister just told me to kill myself again"" and ""suicidal ideation"" with ""a specific plan,"" which aligns with the essential features of a suicidal ideation. The context of the post indicates a severe emotional distress and a clear indication of suicidal thoughts, which is consistent with the diagnostic criteria for a suicidal ideation.","[1] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w
---
[2] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[4] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,
Phase 9 Run 2-Run 2-140,Run 2,140,suicidal,depression,"Label: depression
Evidence: [3] (Depressive episode — Boundary with Normality): ""A depressive episode should not be considered to be present if the individual is exhibiting normal grief symptoms, including some level of depressive symptoms, and the individual has experienced the death of a loved one within the past 6 months, or longer if a more extended period of bereavement is consistent with the normative response for grieving within the individual’s religious and cultural context.""
Justification: The post mentions ""sad"" and ""no one will cry,"" which aligns with the criteria for a depressive episode. The individual is experiencing persistent and pervasive grief, as described in the diagnostic requirements for depression, and the statement reflects a lack of emotional expression, which is consistent with the boundary with normality for depressive episodes.","[1] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[2] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w
---
[3] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[4] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[5] Depressive episode — Boundary with Normality: a depressive episode can be superimposed on normal grief. The presence of a depressive episode during a period of bereavement is suggested by persistence of constant depressive symptoms 1 month or more following the loss (i.e. there are no periods of positive mood or enjoyment of activities); severe",,,,
Phase 9 Run 2-Run 2-141,Run 2,141,suicidal,normal,"Label: normal
Evidence: [2] says: ""In children and adolescents depressed mood can manifest as pervasive irritability. The depressed mood is accompanied by additional symptoms typically seen in a depressive episode, though these may be milder in form. Examples include: markedly diminished interest or pleasure in activities, reduced concentration and attention, or indecisiveness, low self-worth, or excessive or inappropriate guilt, hopelessness about the future, disturbed sleep or increased sleep, diminished or increased appetite, low energy or fatigue.""
Justification: The post states ""that is all I have to say. Doing it this weekend,"" which does not indicate any depressive symptoms or suicidal ideation. The evidence from ICD-11 suggests that the post does not meet the diagnostic criteria for dysthymic disorder, depressive episode, or hypomanic episode. The statement is neutral and does not reflect any mental health condition.","[1] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[2] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[3] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[4] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,
Phase 9 Run 2-Run 2-142,Run 2,142,suicidal,suicidal,"Label: suicidal
Evidence: [3] (Depressive episode — Essential Features) says: ""Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post includes ""recurrent thoughts of death"" and ""suicidal ideation"" with a specific plan, which aligns with the diagnostic criteria for a depressive episode. The mention of wanting to die and the desire to end one's life supports the classification of the post as suicidal.","[1] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w
---
[2] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[4] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[5] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t",,,,
Phase 9 Run 2-Run 2-143,Run 2,143,suicidal,suicidal,"Label: suicidal
Evidence: [3] (Borderline pattern — Essential Features) says: ""The extent to which the dysfunctions in the above areas are associated with distress or impairment in personal, family, social, educational, occupational or other important areas of functioning""
Justification: The post expresses a sense of despair and isolation, indicating a desire to end one's life in silence, which aligns with the criteria for suicidal behavior. The statement reflects a profound sense of hopelessness and a lack of care from others, which are consistent with the clinical features of suicidal ideation.","[1] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Borderline pattern — Essential Features: of interpersonal dysfunction across various contexts and relationships (e.g. romantic relationships, school/work, parent-child, family, friendships, peer contexts) • Interest in engaging in relationships with others • Ability to understand and appreciate others’ perspectives • Ability to develop and
---
[4] Borderline pattern — Essential Features: disturbance is associated with substantial distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. • Personality disorder should not be diagnosed if the patterns of behaviour characterizing the personality disturbance are dev
---
[5] Borderline pattern — Essential Features: • An enduring disturbance characterized by problems in functioning of aspects of the self (e.g. identity, self-worth, accuracy of self-view, self-direction) and/or interpersonal dysfunction (e.g. ability to develop and maintain close and mutually satisfying relationships, ability to understand other",,,,
Phase 9 Run 2-Run 2-144,Run 2,144,suicidal,suicidal,"Label: suicidal
Evidence: [5] (Depressive episode — Essential Features) says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster""
Justification: The post mentions suicidal ideation with no specific plan and the desire to end one's life, which aligns with the diagnostic criteria for a depressive episode involving suicidal ideation. The statement also reflects a sense of hopelessness and a belief that suicide is the only way to escape, which is consistent with the ICD-11 criteria for suicidal ideation.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Mixed depressive and anxiety disorder — Essential Features: • The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, 
---
[4] Mixed depressive and anxiety disorder — Boundary with Normality: • If worry is the only anxiety symptom (i.e. no sympathetic autonomic or other anxiety symptoms are present), a diagnosis of mixed depressive and anxiety disorder diagnosis is not appropriate.
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,
Phase 9 Run 2-Run 2-145,Run 2,145,suicidal,suicidal,"Label: suicidal
Evidence: [5] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change in appetite (diminished or increased) or significant weight change (gain or loss) • Psychomotor agitation or retardation (observable by others, not merely subjective feelings of restlessness or being slowed down) • Reduced energy, fatigue or marked tiredness following the expenditure of only a minimum of effort • The symptoms are not better accounted for by bereavement. • The symptoms are not a manifestation of another medical condition (e.g. a brain tumour), and are not due to the effects of a substance or medication on the central nervous system (e.g. benzodiazepines), including withdrawal effects (e.g. from stimulants). • The clinical presentation does not fulfil the diagnostic requirements for a mixed episode. • The mood disturbance results in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort.""
Justification: The post contains expressions of extreme fatigue, hopelessness, and a sense of being trapped, which align with the criteria for suicidal ideation and evidence of attempted suicide. The mention of being ""hungry and tired and miserable"" and the context of financial hardship and lack of support further support the classification of suicidal ideation.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[4] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,
Phase 9 Run 2-Run 2-146,Run 2,146,suicidal,suicidal,"Label: suicidal|depression
Evidence: [3] (Depressive episode — Essential Features) says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post contains ""Sick of being told..."" and ""To call emergency/non-emergencyNever there when you really do them. I just want out of here"" which indicates suicidal ideation and a desire to leave, connecting to the diagnostic criteria for a depressive episode.","[1] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[4] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[5] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b",,,,
Phase 9 Run 2-Run 2-147,Run 2,147,suicidal,normal,"Label: normal
Evidence: [4] says: ""Severity of intoxication is usually related to the dose, route of administration, half-life and duration of action of the substance. Severity of intoxication is also affected by individual variability (e.g. differences in body weight, substance metabolism, tolerance).""
Justification: The post mentions taking benadryl and cutting oneself, which are unrelated to substance intoxication as per the ICD-11 chunks. The evidence provided in [4] discusses the severity of intoxication based on factors like dose and individual variability, but the post does not indicate a substance intoxication scenario. Therefore, the label is ""normal"" as there is no indication of a mental health disorder.","[1] Factitious disorder imposed on self — Essential Features: • The presentation is characterized by feigning, falsifying or intentionally inducing medical, psychological or behavioural signs and symptoms or injury associated with identified deception. If a pre-existing disorder or disease is present, the individual intentionally aggravates existing symptoms o
---
[2] Factitious disorder imposed on another — Essential Features: • The presentation is characterized by feigning, falsifying or intentionally inducing medical, psychological or behavioural signs and symptoms or injury in another person – most commonly a child dependent – associated with identified deception. If a pre-existing disorder or disease is present in the
---
[3] Factitious disorder imposed on another — Boundary with Normality: • Some individuals whose loved ones have medical conditions may exaggerate the reports of symptoms to medical professionals in order to get their loved one’s care prioritized, or to access additional treatments they perceive as necessary or potentially beneficial. Factitious disorder imposed on anot
---
[4] Intoxication due to unknown or unspecified psychoactive substances — Essential Features: hypoglycaemia • Hepatic or other metabolic encephalopathy • Wernicke’s encephalopathy • Electrolyte disturbance • Hypoxia or hypercapnia • Systemic infection Severity of intoxication specifier Depending on the specific clinical situation and the information available, substance intoxication may be c
---
[5] Intoxication due to unknown or unspecified psychoactive substances — Boundary with Normality: • Measurement of the presence or concentration of a substance in breath, blood, saliva, urine or other body fluids may be an important tool in the clinical management of substance intoxication. However, detection of a psychoactive substance in body fluids does not constitute a presumptive diagnosis ",,,,
Phase 9 Run 2-Run 2-148,Run 2,148,suicidal,suicidal,"Label: suicidal
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post mentions that two separate psych doctors agreed that suicide is a valid option, which aligns with the diagnostic criteria for suicidal ideation. The text reflects a recognition of suicidal thoughts, which is a key component of a depressive episode.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Hypomanic episode — Essential Features: from one idea to the next; the person reports that their thoughts are rapid or even racing and has difficulty remaining on a topic); • increased self-esteem or grandiosity (e.g. the individual is more self-confident than usual); • decreased need for sleep (e.g. the person reports needing less sleep 
---
[4] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[5] Mixed episode — Essential Features: • Several prominent manic and several prominent depressive symptoms consistent with those observed in manic episodes and depressive episodes are present, which either occur simultaneously or alternate very rapidly (from day to day or within the same day). Symptoms must include an altered mood state ",,,,
Phase 9 Run 2-Run 2-149,Run 2,149,suicidal,suicidal,"Label: suicidal
Evidence: [4] (Depressive episode — Boundary with Normality): a depressive episode can be superimposed on normal grief. The presence of a depressive episode during a period of bereavement is suggested by persistence of constant depressive symptoms 1 month or more following the loss (i.e. there are no periods of positive mood or enjoyment of activities); severe depressive symptoms, such as extreme beliefs of low self-worth and guilt not related to the lost loved one; or presence of psychotic symptoms, suicidal ideation or psychomotor retardation. A prior history of depressive disorder or bipolar disorder is important to consider in making this distinction.
Justification: The post mentions suicidal ideation and the desire to make things as easy as possible, which aligns with the diagnostic criteria for a depressive episode. The mention of suicidal ideation and the context of bereavement supports the classification as a suicidal episode.","[1] Manic episode — Essential Features: fulfil the diagnostic requirements for a mixed episode. • The mood disturbance results in significant impairment in personal, family, social, educational, occupational or other important areas of functioning, requires intensive treatment (e.g. hospitalization) to prevent harm to self or others, or i
---
[2] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.
---
[3] Manic episode — Essential Features: their skill level, or that they are about to become famous – in psychotic presentations of mania, this may be manifested in grandiose delusions); • decreased need for sleep (e.g. the person reports being able to function with only 2 or 3 hours of sleep), as distinct from insomnia, in which an indivi
---
[4] Depressive episode — Boundary with Normality: a depressive episode can be superimposed on normal grief. The presence of a depressive episode during a period of bereavement is suggested by persistence of constant depressive symptoms 1 month or more following the loss (i.e. there are no periods of positive mood or enjoyment of activities); severe
---
[5] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse",,,,
Phase 9 Run 2-Run 2-150,Run 2,150,depression,suicidal,"Label: suicidal|depression|normal
Evidence: [3] (Depressive episode — Essential Features): • suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post mentions ""suicidal ideation"" and ""evidence of attempted suicide,"" which aligns with the diagnostic criteria for a depressive episode. The presence of suicidal ideation with a specific plan indicates a potential risk for suicide, which is a key component of the depressive episode diagnostic criteria.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[4] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[5] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w",,,,
Phase 9 Run 2-Run 2-151,Run 2,151,depression,depression,"Label: depression
Evidence: [3] (Depressive episode — Essential Features) says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post mentions feeling behind in school work, lack of energy, and motivation, which aligns with the symptoms of a depressive episode. The mention of recurrent thoughts of death and evidence of attempted suicide supports the diagnosis of depression.","[1] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[2] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[4] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,
Phase 9 Run 2-Run 2-152,Run 2,152,depression,depression,"Label: depression
Evidence: [3] (Mixed depressive and anxiety disorder — Essential Features) says: ""The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, which may include feeling nervous, anxious or on edge, not being able to control worrying thoughts, fear that something awful will happen, having trouble relaxing, muscle tension or sympathetic autonomic symptoms.""
Justification: The post describes persistent depressive symptoms (e.g., feeling like ""shit,"" ""in limbo,"" ""not feeling like myself"") and anxiety symptoms (e.g., panic attacks, hyper-awareness of bodily functions, fear of death). These symptoms align with the diagnostic criteria for mixed depressive and anxiety disorder, as specified in ICD-11 [3].","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Mixed depressive and anxiety disorder — Essential Features: • The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, 
---
[4] Mixed depressive and anxiety disorder — Boundary with Normality: • If worry is the only anxiety symptom (i.e. no sympathetic autonomic or other anxiety symptoms are present), a diagnosis of mixed depressive and anxiety disorder diagnosis is not appropriate.
---
[5] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse",,,,
