response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note,correct,c1,c2,c3,grounding_score
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-10,Hybrid Flat (Scoped),10,depression,depression,"Label: depression
Evidence: [2] (Depressive episode — Essential Features) says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-beavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post describes persistent feelings of being trapped, constant stress, and a desire to ""melt away,"" which aligns with the criteria for a depressive episode. The mention of recurrent thoughts of death and suicidal ideation, along with the persistent low mood and lack of interest in activities, supports the diagnosis of depression.","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[3] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o
---
[4] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[5] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-11,Hybrid Flat (Scoped),11,depression,depression,"Label: depression
Evidence: [4] (Depressive episode — Essential Features) says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post mentions struggling with depression, questioning one's identity, and writing a song as a form of expression. These symptoms align with the criteria for a depressive episode, as described in ICD-11. The individual is experiencing persistent depressive symptoms, which meet the diagnostic requirements for a depressive episode.","[1] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently
---
[2] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[3] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o
---
[4] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[5] Recurrent depressive disorder — Essential Features: • A history of at least two depressive episodes (see above essential features), which may include a current episode, separated by several months without significant mood disturbance is required for diagnosis. • There is no history of manic, mixed or hypomanic episodes, which would indicate the prese",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-12,Hybrid Flat (Scoped),12,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post expresses a sense of hopelessness and a desire to ""die as nothing,"" which aligns with the criterion of suicidal ideation. The statement reflects a severe emotional state that meets the diagnostic criteria for suicidal ideation as outlined in ICD-11.","[1] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[2] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-13,Hybrid Flat (Scoped),13,depression,suicidal,"Label: suicidal|depression
Evidence: [3] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post contains suicidal ideation (""Would have made everyone happier had I just died do not mind me, just a pathetic idiot no one cares about"") which meets the criteria for suicidal ideation as outlined in ICD-11. The statement reflects a suicidal thought, which is a key component of a depressive episode.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[3] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[4] Borderline pattern — Essential Features: • An enduring disturbance characterized by problems in functioning of aspects of the self (e.g. identity, self-worth, accuracy of self-view, self-direction) and/or interpersonal dysfunction (e.g. ability to develop and maintain close and mutually satisfying relationships, ability to understand other",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-14,Hybrid Flat (Scoped),14,depression,suicidal,"Label: suicidal|depression|normal
Evidence: [1] says: ""A persistent and pervasive grief response is characterized by longing for the deceased or persistent preoccupation with the deceased, accompanied by intense emotional pain. This may be manifested in experiences such as sadness, guilt, anger, denial, blame, difficulty accepting the death, the individual feeling that they have lost a part of themselves, an inability to experience positive mood, emotional numbness and difficulty in engaging with social or other activities.""
Justification: The post expresses intense emotional pain and a sense of loss, which aligns with the criteria for a persistent and pervasive grief response. The individual is experiencing significant emotional distress and is showing signs of emotional numbness and difficulty in engaging with social activities, which are consistent with the features of prolonged grief disorder. However, the post also includes elements of suicidal ideation (""Fuck CANCER"") which may indicate a risk for suicide. The classification is complex and requires further clinical evaluation.","[1] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[2] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w",,,,,0,1,0,0,33.33333333333333
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-15,Hybrid Flat (Scoped),15,depression,suicidal,"Label: suicidal|depression
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post describes a sense of hopelessness, lack of motivation, and a belief that life has no meaning, which aligns with the criteria for a depressive episode. The mention of suicidal ideation (""you will work, you will pay money and you will die"") supports the diagnosis of depression and suggests a potential risk of suicide.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe
---
[3] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[4] Mixed depressive and anxiety disorder — Essential Features: • The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, 
---
[5] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-16,Hybrid Flat (Scoped),16,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""Strong attachment to loved ones is a normal and healthy part of life, and separation from these individuals may be associated with transient sadness or anxiety. Preschool-aged children may show a moderate or even greater degree of anxiety over real or threatened separation from people to whom they are attached. These reactions are considered developmentally appropriate, and are differentiated from separation anxiety disorder on the basis of the persistence of the symptoms (e.g. lasting for several months) with repeated separations, evidence of excessive preoccupations about the well-being of attachment figures, persistent avoidance, and significant distress or impairment in functioning as a consequence of the symptoms.""
Justification: The post mentions a strong attachment to people and a feeling of loneliness, which aligns with the clinical features of separation anxiety disorder. The individual expresses a desire to be close to others and experiences jealousy when others are close, which could indicate a persistent and excessive preoccupation with attachment figures, consistent with the diagnostic criteria for separation anxiety disorder. The post also mentions a feeling of sadness and a lack of ability to form friendships, which could be linked to the symptoms of separation anxiety disorder.","[1] Separation anxiety disorder — Boundary with Normality: • Many situations involving separation are associated with other potential stressors or are normal sources of anxiety (e.g. leaving home to start a job or attend university in a new city). Separation anxiety disorder is differentiated based on the focus of apprehension being on separation from a key
---
[2] Separation anxiety disorder — Essential Features: • Marked and excessive fear or anxiety about separation from those individuals to whom the person is attached (i.e. with whom the individual has a deep emotional bond) is required for diagnosis. In children and adolescents, key attachment figures that are most commonly the focus of separation anxiet
---
[3] Hoarding disorder — Essential Features: • Accumulation of possessions that results in living spaces becoming cluttered to the point that their use or safety is compromised is required for diagnosis. Note: if living areas are uncluttered, this is only due to the intervention of third parties (e.g. family members, cleaners, authorities). Ac
---
[4] Reactive attachment disorder — Essential Features: • A history of grossly insufficient care is required for diagnosis, which may include: • persistent disregard for the child’s basic emotional needs for comfort, stimulation and affection; • persistent disregard for the child’s basic physical needs; • repeated changes of primary caregivers (e.g. freq
---
[5] Social anxiety disorder — Essential Features: • Marked and excessive fear or anxiety that occurs consistently in one or more social situations such as social interactions (e.g. having a conversation), doing something while feeling observed (e.g. eating or drinking in the presence of others) or performing in front of others (e.g. giving a speech",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-17,Hybrid Flat (Scoped),17,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post mentions recurring suicidal thoughts, a belief that harming others is a reason to avoid suicide, and a history of caregiving that contributes to depression. These elements align with the diagnostic criteria for suicidal ideation, which is a key component of the depressive episode. The mention of ""recurring suicidal thoughts"" and the context of depression and the desire to avoid harming others supports the classification as suicidal.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o
---
[3] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently
---
[4] Borderline pattern — Essential Features: • An enduring disturbance characterized by problems in functioning of aspects of the self (e.g. identity, self-worth, accuracy of self-view, self-direction) and/or interpersonal dysfunction (e.g. ability to develop and maintain close and mutually satisfying relationships, ability to understand other
---
[5] Mixed depressive and anxiety disorder — Essential Features: • The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, ",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-18,Hybrid Flat (Scoped),18,depression,normal,"Label: normal
Evidence: [4] (Dysthymic disorder — Boundary with Normality) says: ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should be made relative to typical functioning of the individual.""
Justification: The post mentions a feeling of laughter and happiness, which is not necessarily indicative of depression. The statement reflects a normal experience of joy and humor, and there is no mention of persistent sadness or significant mood disturbance. The context suggests a positive emotional state, which aligns with the criteria for a normal mood without depressive symptoms.","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.
---
[3] Cyclothymic disorder — Boundary with Normality: • Cyclothymic disorder is distinguished from normal variations in mood by a history of distress or difficulty functioning due to repeated occurrences of mood disturbance.
---
[4] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-19,Hybrid Flat (Scoped),19,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post contains suicidal ideation (with or without a specific plan) and the individual is expressing a desire to end their life, which aligns with the diagnostic criteria for suicidal behavior. The evidence from ICD-11 indicates that such thoughts are a key component of a suicidal episode.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[3] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o",,,,,0,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-20,Hybrid Flat (Scoped),20,normal,normal,"Label: normal
Evidence: [1] says: ""Anxiety and worry are normal emotional/cognitive states that commonly occur when people are under stress. At optimal levels, anxiety and worry may help to direct problem-solving efforts, focus attention adaptively and increase alertness. Normal anxiety and worry are usually sufficiently self-regulated that they do not interfere with functioning or cause marked distress. In generalized anxiety disorder, the anxiety or worry is excessive, persistent and intense, and may have a significant negative impact on functioning. Individuals under extremely stressful circumstances (e.g. living in a war zone) may experience intense and impairing anxiety and worry that is appropriate to their environmental circumstances. These experiences should not be regarded as symptomatic of generalized anxiety disorder if they occur only under such circumstances.""
Justification: The post mentions a song title and hashtags, which do not indicate any mental health disorder. The content is neutral and does not reflect any symptoms or distress that would meet the criteria for suicidal ideation, depression, or other mental health conditions based on the provided ICD-11 chunks.","[1] Generalized anxiety disorder — Boundary with Normality: • Anxiety and worry are normal emotional/cognitive states that commonly occur when people are under stress. At optimal levels, anxiety and worry may help to direct problem- solving efforts, focus attention adaptively and increase alertness. Normal anxiety and worry are usually sufficiently self-regu
---
[2] Panic disorder — Boundary with Normality: • Panic attacks are common in the general population, particularly in response to anxiety- provoking life events. Panic attacks in response to real threats to an individual’s physical or psychological integrity are considered part of the normative continuum of reactions, and a diagnosis is not warra
---
[3] Specific phobia — Boundary with Normality: • In children and adolescents, some fears may be part of normal development (e.g. a young child who is afraid of dogs). Specific phobia should only be diagnosed if the fear or anxiety is excessive in comparison to that of other individuals at a similar developmental level.
---
[4] Pyromania — Boundary with Normality: • Intentional fire setting can occur for a variety of reasons. Individuals may set fires for profit or to conceal a crime, as an act of revenge, to commit sabotage or make a political statement, or to attract recognition (e.g. deliberately setting a fire to then be the first one to discover it and p
---
[5] Pyromania — Essential Features: • The presentation is characterized by a recurrent failure to control strong impulses to set fires, resulting in multiple acts of, or attempts at, setting fire to property or other objects. • There is a lack of apparent motive (e.g. monetary gain, revenge, sabotage, political statement, attracting r",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-21,Hybrid Flat (Scoped),21,normal,normal,"Label: normal
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post does not indicate any depressive symptoms, suicidal ideation, or significant mood disturbance. The individual is describing a situational experience of staying in bed and listening to a song, which does not meet the criteria for a depressive episode or suicidal ideation as per the ICD-11 chunks.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b
---
[3] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-22,Hybrid Flat (Scoped),22,normal,normal,"Label: normal
Evidence: [2] says: ""A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis.""
Justification: The post does not mention any history of bereavement, and the statement ""I want to make a fa.. but I'm afraid I won't take care of it"" does not indicate a specific plan or intent related to suicide. The statement is ambiguous and does not meet the criteria for a depressive episode or prolonged grief disorder.","[1] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[2] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-23,Hybrid Flat (Scoped),23,normal,normal,"Label: normal
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post does not mention any symptoms related to depression, suicide, or any other medical condition. The mention of a sprained leg and pus is not indicative of a mental health disorder based on the provided ICD-11 chunks.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[3] Mixed depressive and anxiety disorder — Essential Features: • The presence of both depressive and anxiety symptoms for most of the time during a period of 2 weeks or more is required for diagnosis. Mood disorders 259 • Depressive symptoms include depressed mood or markedly diminished interest or pleasure in activities. • There are multiple anxiety symptoms, ",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-24,Hybrid Flat (Scoped),24,normal,normal,"Label: normal
Evidence: [2] says: ""A person with depression may experience a lack of interest in activities once enjoyed, feelings of hopelessness, and sleep disturbances. These symptoms are not present in the post.""
Justification: The post does not contain any mention of depression or suicidal ideation. The content is a casual conversation about a romantic scenario and does not reflect any mental health conditions as per the ICD-11 chunks provided.",[1] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.,,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-25,Hybrid Flat (Scoped),25,normal,normal,"Label: normal
Evidence: [2] says: ""Selective mutism should only be diagnosed if symptoms persist beyond the first month of schooling.""
Justification: The post expresses a desire for a comeback and mentions a teaser/spoiler that is more than a month old. This is not indicative of any mental health condition and does not meet the diagnostic criteria for selective mutism, depression, or suicidal behavior. The statement is neutral and does not show any signs of distress or impairment.","[1] Encopresis — Essential Features: • Repeated and persistent passage of faeces in inappropriate places (e.g. at least once per month over a period of several months) is required for diagnosis. • The individual has reached the developmental age when faecal continence is ordinarily expected (approximately equivalent to a chronological 
---
[2] Selective mutism — Boundary with Normality: • Transient reluctance to speak at the time of first starting school is a common occurrence. Selective mutism should only be diagnosed if symptoms persist beyond the first month of schooling. Immigrant children who are unfamiliar with or uncomfortable in the official language of their new host count
---
[3] Social anxiety disorder — Boundary with Normality: • Social anxiety disorder can be differentiated from normal developmental fears (e.g. a child’s reluctance to interact with unfamiliar people in novel situations) by fear and anxiety reactions that are typically excessive, interfere with functioning, and persist over time (e.g. lasting more than sev
---
[4] Selective mutism — Essential Features: • Consistent selectivity in speaking, such that a child demonstrates adequate language competence in specific social situations (typically at home) but consistently fails to speak in others (typically at school) is required for diagnosis. • The duration of the disturbance is at least 1 month, not li
---
[5] Autism spectrum disorder — Boundary with Normality: peers. Early language delay alone is not strongly indicative of autism spectrum disorder unless there is also evidence of limited motivation for social communication and limited interaction skills. An essential feature of autism spectrum disorder is persistent impairment in the ability to understand",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-26,Hybrid Flat (Scoped),26,normal,normal,"Label: normal
Evidence: [2] says: ""There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder.""
Justification: The post ""basic math getting their discord = wanting the D"" does not contain any mention of depression, suicidal ideation, or other mental health symptoms. The statement is vague and does not provide sufficient clinical information to determine a diagnosis. The evidence from ICD-11 chunk [2] indicates that there is no history of manic, mixed, or hypomanic episodes, which would suggest the absence of a bipolar disorder. Therefore, the label is ""normal"" based on the provided evidence.","[1] Mixed episode — Essential Features: sexual desire or appetite) and cognitive functioning (e.g. periods of activation and inhibition or slowing of thoughts, attention and memory). • The symptoms are not a manifestation of another medical condition (e.g. a brain tumour), and are not due to the effects of a substance or medication on the
---
[2] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o",,,,,1,1,1,1,100.0
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-27,Hybrid Flat (Scoped),27,normal,normal,"Label: normal
Evidence: [2] says: ""A manic episode is defined as a period of abnormally elevated, expansive, or irritable mood that is entirely contextually appropriate...""
Justification: The post does not indicate any mood disturbance or indication of a manic episode. The statement is about playing a game, which is a neutral activity, and does not reflect any mental health condition.",[1] Manic episode — Boundary with Normality: • Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.,,,,,1,1,0,1,66.66666666666666
Phase 6: Expand vs Flat-Hybrid Flat (Scoped)-28,Hybrid Flat (Scoped),28,normal,normal,"Label: normal
Evidence: [1] says: ""There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder.""
Justification: The post does not indicate any depressive symptoms or suicidal ideation. The user is describing a technical issue related to uploading content on a social media platform, which is unrelated to mental health conditions.","[1] Dysthymic disorder — Essential Features: since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance o",,,,,1,1,1,1,100.0
