response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note,correct,c1,c2,c3,grounding_score
Phase 7: k-Value Check-k=3 Expand-10,k=3 Expand,10,depression,depression,"Label: depression
Evidence: [3] (Depressive episode — Essential Features) says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present.""
Justification: The post mentions feeling trapped, constant stress, and a desire to ""melt away,"" which aligns with the symptoms of a depressive episode. The mention of ""depression/borderline flaring up"" and the persistent feeling of being ""close to crying to the point of no return"" supports the diagnosis of depression.","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse",,,,,1,1,1,1,100.0
Phase 7: k-Value Check-k=3 Expand-11,k=3 Expand,11,depression,depression,"Label: depression
Evidence: [1] says: ""Mood symptoms are present for more days than not. While brief symptom-free intervals are consistent with the diagnosis, there have never been any prolonged symptom-free periods (e.g. lasting 2 months or more) since the onset of the disorder.""
Justification: The post mentions struggling with depression and questioning one's identity, which aligns with the diagnostic criteria for depression. The mention of writing a song and the statement ""I know I am not supposed to do it"" indicates a sense of distress and impairment in functioning, consistent with the criteria for depression.","[1] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently
---
[2] Cyclothymic disorder — Boundary with Normality: • Cyclothymic disorder is distinguished from normal variations in mood by a history of distress or difficulty functioning due to repeated occurrences of mood disturbance.
---
[3] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe",,,,,1,1,0,0,33.33333333333333
Phase 7: k-Value Check-k=3 Expand-12,k=3 Expand,12,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post contains the phrase ""I will not be remembered for anything and Ill die as nothing ="", which implies a sense of hopelessness and a desire to end one's life. This aligns with the ICD-11 definition of suicidal ideation, as it reflects a contemplation of death without a specific plan, meeting the criteria for suicidal ideation.","[1] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse",,,,,0,1,1,1,100.0
Phase 7: k-Value Check-k=3 Expand-13,k=3 Expand,13,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post contains a recurrent thought of death and mentions ""recurrent suicidal ideation"" which aligns with the diagnostic criteria for suicidal behavior. The statement ""would have made everyone happier had I just died"" indicates a suicidal ideation, supporting the label as suicidal.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Dysthymic disorder — Boundary with Normality: • Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should b",,,,,0,1,1,1,100.0
Phase 7: k-Value Check-k=3 Expand-14,k=3 Expand,14,depression,depression,"Label: <depression>
Evidence: <ICD-11 chunk [3] says: ""A persistent and pervasive grief response is characterized by longing for the deceased or persistent preoccupation with the deceased, accompanied by intense emotional pain. This may be manifested in experiences such as sadness, guilt, anger, denial, blame, difficulty accepting the death, the individual feeling that they have lost a part of themselves, an inability to experience positive mood, emotional numbness and difficulty in engaging with social or other activities. The pervasive grief response has persisted for an atypically long period of time following the loss, markedly exceeding expected social, cultural or religious norms for the individual’s culture and context. Grief responses lasting for less than 6 months, and for longer periods in some cultural contexts, should not be regarded as meeting this requirement."">
Justification: <The post expresses intense emotional pain, grief, and a persistent preoccupation with the deceased (the mother), along with feelings of guilt and anger. These elements align with the criteria for Prolonged Grief Disorder, which is characterized by a persistent and pervasive grief response that lasts longer than expected. The emotional distress and the context of the loss (mother's operation) support the diagnosis of depression, as the individual is experiencing significant emotional impairment and distress.>","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re",,,,,1,1,0,0,33.33333333333333
Phase 7: k-Value Check-k=3 Expand-15,k=3 Expand,15,depression,depression,"Label: depressive
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-beavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post describes a persistent sense of hopelessness, a lack of motivation, and a belief that life has no meaning, which aligns with the diagnostic criteria for depression. The individual is experiencing a diminished interest in activities, hopelessness, and a belief that life has no meaning, which are all consistent with the essential features of a depressive episode as outlined in ICD-11.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Dysthymic disorder — Essential Features: • Persistent depressed mood (i.e. lasting 2 years or more), for most of the day, for more days than not, as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance), is required for diagnosis. In children and adolescents depressed mood can manifest as pe",,,,,1,1,1,1,100.0
Phase 7: k-Value Check-k=3 Expand-16,k=3 Expand,16,depression,normal,"Label: normal
Evidence: [1] says: ""Children and adolescents may respond to the loss of a primary attachment figure (e.g. a parent or caregiver) with an intense and sustained grief response (e.g. greater in intensity, symptomatology, duration) because of the role these individuals play in the child’s life. Preschool-aged children commonly have difficulty accepting the loss. Aspects of the grief response may be retriggered at various points during the individual’s development – for example, as new needs arise that would normally be supplied by the parent or caregiver. Generally, these reactions should be regarded as normal, and the diagnosis of prolonged grief disorder should be assigned with caution to children and adolescents in this situation.""
Justification: The post describes a person experiencing emotional distress related to forming attachments and feeling lonely, but does not indicate a persistent or pervasive grief response that meets the criteria for prolonged grief disorder. The individual is expressing feelings of sadness and loneliness but is also attempting to form relationships and is not showing a persistent and pervasive grief response that would meet the diagnostic criteria for prolonged grief disorder. The text does not indicate a significant impairment in personal, family, social, educational, occupational or other important areas of functioning.","[1] Prolonged grief disorder — Boundary with Normality: • An individual experiencing a grief reaction that is within a normative period given their cultural and religious context is considered to be experiencing normal bereavement, and should not be assigned a diagnosis of prolonged grief disorder. It is often important to consider whether other people w
---
[2] Prolonged grief disorder — Essential Features: • A history of bereavement following the death of a partner, parent, child or other person close to the bereaved is required for diagnosis. Disorders specifically associated with stress | Prolonged grief disorder Disorders specifically associated with stress 349 • A persistent and pervasive grief re
---
[3] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t",,,,,0,1,0,0,33.33333333333333
Phase 7: k-Value Check-k=3 Expand-17,k=3 Expand,17,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post mentions recurrent suicidal ideation with a specific plan and the individual's belief that they will hurt people who care for them, which aligns with the diagnostic criteria for suicidal behavior. The text also indicates a persistent sense of hopelessness and a lack of interest in self-care, which are consistent with the features of a depressive episode.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Cyclothymic disorder — Essential Features: • Mood instability over an extended period of time (i.e. 2 years or more) characterized by numerous hypomanic and depressive periods is required for diagnosis. (In children and adolescents depressed mood can manifest as pervasive irritability.) Hypomanic periods may or may not have been sufficiently",,,,,0,1,1,1,100.0
Phase 7: k-Value Check-k=3 Expand-18,k=3 Expand,18,depression,normal,"Label: normal  
Evidence: [3] (Manic episode — Essential Features) says: ""Increased activity or a subjective experience of increased energy is present, and represents a significant change from the individual’s typical level.""  
Justification: The post mentions a ""real laugh"" and describes a feeling of ""so good"" and ""how long it has been since that happened,"" which suggests a positive emotional state. However, there is no mention of manic symptoms such as elevated mood, increased talkativeness, or rapid thoughts. The post does not indicate a significant change in mood or behavior that meets the criteria for a manic episode.","[1] Hypomanic episode — Essential Features: • Both of the following symptoms occur concurrently and persist for most of the day, nearly every day, for at least several days. • Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. t
---
[2] Hypomanic episode — Boundary with Normality: • Hypomanic episodes are often difficult to distinguish from normal periods of elevated mood – for example, related to positive life events – particularly given that hypomanic episodes are not associated with significant functional impairment. In order to be considered a hypomanic episode, the sympt
---
[3] Manic episode — Essential Features: • Both of the following features occur concurrently and persist for most of the day, nearly every day, during a period of at least 1 week, unless shortened by a treatment intervention. • An extreme mood state is observable or reported, characterized by euphoria, irritability or expansiveness that re",,,,,0,1,1,1,100.0
Phase 7: k-Value Check-k=3 Expand-19,k=3 Expand,19,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post expresses recurrent thoughts of death and a desire to avoid a ""genuine solution,"" which aligns with the ICD-11 criteria for suicidal ideation (with or without a specific plan). The evidence from ICD-11 indicates that such thoughts and a desire to avoid a solution are indicative of a suicidal risk.","[1] Depressive episode — Essential Features: • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or abse
---
[2] Depressive episode — Boundary with Normality: • Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms. If the diagnostic requirements for a
---
[3] Depressive episode — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change i",,,,,0,1,1,1,100.0
